Shipping_Mode,Order_Priority,Customer_Segment,Market,Product_Category,Order_Quantity,Discount,Price,Days_for_Shipment_Scheduled,Order_Weekday,Order_Month,Late_Delivery_Risk
Same Day,High,Home Office,Europe,Furniture,18,0.24,1102.8,2,Saturday,9,0
Standard Class,Medium,Consumer,Europe,Grocery,9,0.35,451.78,7,Monday,10,0
Standard Class,High,Consumer,USCA,Apparel,2,0.33,362.76,3,Friday,11,0
First Class,High,Consumer,USCA,Furniture,18,0.06,734.85,5,Thursday,8,0
Standard Class,Low,Consumer,USCA,Furniture,2,0.18,636.77,4,Sunday,8,0
First Class,Medium,Consumer,Europe,Furniture,2,0.39,487.1,3,Friday,9,0
First Class,Low,Corporate,Pacific Asia,Apparel,14,0.09,1107.6,6,Friday,12,0
Standard Class,Low,Consumer,Africa,Electronics,7,0.02,441.95,3,Saturday,9,1
First Class,High,Consumer,Africa,Furniture,1,0.14,1198.06,2,Monday,4,1
Standard Class,High,Home Office,USCA,Office Supplies,9,0.2,949.06,3,Thursday,3,0
Standard Class,Medium,Consumer,Pacific Asia,Electronics,12,0.02,1084.96,5,Sunday,9,0
Second Class,Medium,Consumer,Pacific Asia,Apparel,1,0.17,346.48,3,Tuesday,2,0
Same Day,Low,Consumer,USCA,Furniture,1,0.1,93.58,4,Saturday,7,0
Standard Class,Low,Consumer,LATAM,Apparel,9,0.08,508.84,1,Monday,10,1
Standard Class,Low,Consumer,Europe,Apparel,16,0.11,382.93,3,Tuesday,4,0
Second Class,Medium,Consumer,LATAM,Furniture,17,0.04,82.2,5,Thursday,5,0
Second Class,Medium,Corporate,Pacific Asia,Apparel,1,0.03,95.07,4,Saturday,5,0
Second Class,Low,Corporate,USCA,Office Supplies,5,0.24,217.38,7,Thursday,6,0
Standard Class,Critical,Corporate,Europe,Office Supplies,16,0.38,459.58,6,Monday,6,1
Standard Class,Low,Corporate,Africa,Grocery,5,0.32,1122.94,3,Sunday,9,1
Standard Class,High,Consumer,Pacific Asia,Furniture,7,0.33,792.75,3,Monday,4,0
First Class,Medium,Consumer,Europe,Furniture,17,0.29,484.11,4,Monday,10,0
Standard Class,Low,Corporate,Europe,Furniture,6,0.38,961.29,3,Tuesday,8,0
Standard Class,High,Consumer,LATAM,Grocery,3,0.38,686.51,4,Saturday,6,0
Same Day,Medium,Consumer,Africa,Office Supplies,7,0.31,506.76,2,Wednesday,4,1
Standard Class,Medium,Corporate,LATAM,Office Supplies,14,0.29,181.8,6,Sunday,5,1
Same Day,Medium,Consumer,LATAM,Furniture,17,0.12,1113.18,1,Tuesday,10,0
Second Class,Low,Corporate,LATAM,Apparel,14,0.04,752.43,3,Sunday,10,0
First Class,Medium,Consumer,LATAM,Electronics,12,0.04,532.72,2,Monday,4,0
Standard Class,High,Home Office,Pacific Asia,Electronics,9,0.29,531.56,4,Monday,9,0
Standard Class,Low,Corporate,Africa,Furniture,6,0.01,920.39,1,Friday,9,1
Second Class,Low,Consumer,LATAM,Furniture,2,0.33,223.55,3,Friday,1,0
First Class,High,Corporate,Pacific Asia,Office Supplies,6,0.15,506.87,6,Thursday,12,0
Second Class,Low,Corporate,Pacific Asia,Office Supplies,9,0.08,84.98,2,Wednesday,8,0
Standard Class,Medium,Corporate,Europe,Apparel,11,0.16,105.1,4,Thursday,11,0
First Class,Medium,Consumer,Europe,Office Supplies,1,0.28,636.29,3,Tuesday,1,0
First Class,Medium,Consumer,USCA,Electronics,12,0.11,463.16,2,Friday,5,0
Second Class,Medium,Consumer,Pacific Asia,Electronics,5,0.07,866.22,1,Saturday,8,0
First Class,Low,Consumer,USCA,Office Supplies,13,0.3,1184.21,1,Saturday,2,1
First Class,Low,Home Office,Pacific Asia,Electronics,15,0.35,1032.72,6,Thursday,8,0
Second Class,Medium,Consumer,LATAM,Electronics,13,0.23,535.86,6,Friday,9,0
Standard Class,Medium,Consumer,LATAM,Electronics,2,0.21,459.65,2,Thursday,1,1
Standard Class,Medium,Consumer,USCA,Electronics,9,0.3,706.23,1,Saturday,11,1
Standard Class,Medium,Home Office,LATAM,Grocery,8,0.29,119.06,1,Friday,3,1
Standard Class,Low,Corporate,LATAM,Furniture,4,0.0,1185.32,2,Monday,3,1
Standard Class,Low,Corporate,Europe,Apparel,15,0.11,1177.38,4,Tuesday,11,0
Standard Class,High,Home Office,LATAM,Grocery,5,0.37,1108.32,5,Monday,8,0
Standard Class,Medium,Home Office,Europe,Apparel,10,0.38,798.02,3,Sunday,6,0
Standard Class,Low,Corporate,Africa,Grocery,9,0.2,608.71,1,Saturday,9,1
First Class,Low,Consumer,Pacific Asia,Grocery,4,0.22,850.96,4,Saturday,5,0
Same Day,Low,Consumer,Europe,Apparel,1,0.0,384.13,4,Friday,3,0
Standard Class,Low,Corporate,Europe,Furniture,11,0.27,1024.15,6,Sunday,6,0
Same Day,High,Consumer,Europe,Office Supplies,11,0.08,170.2,5,Monday,4,0
Standard Class,High,Corporate,Pacific Asia,Grocery,9,0.05,966.14,7,Tuesday,3,0
Standard Class,High,Consumer,Pacific Asia,Furniture,5,0.12,1042.3,2,Wednesday,3,1
Standard Class,High,Corporate,Pacific Asia,Office Supplies,19,0.27,212.5,1,Friday,8,1
Standard Class,High,Consumer,LATAM,Apparel,3,0.17,579.5,3,Friday,10,0
First Class,Medium,Consumer,Europe,Grocery,8,0.14,1071.07,1,Tuesday,9,0
Second Class,Low,Corporate,Pacific Asia,Office Supplies,16,0.29,1151.56,3,Friday,1,0
Standard Class,High,Consumer,Africa,Furniture,17,0.33,975.52,3,Friday,4,1
Standard Class,Low,Corporate,Pacific Asia,Office Supplies,4,0.35,1129.68,5,Tuesday,2,0
Standard Class,Low,Corporate,USCA,Apparel,15,0.18,1125.03,6,Monday,3,0
Standard Class,Low,Home Office,USCA,Office Supplies,13,0.29,1175.87,3,Thursday,6,1
Standard Class,Medium,Home Office,Europe,Electronics,9,0.35,501.94,2,Sunday,4,1
Standard Class,Low,Consumer,Europe,Grocery,10,0.36,351.46,3,Sunday,5,0
First Class,Low,Corporate,Europe,Furniture,2,0.2,763.2,4,Sunday,8,0
Same Day,Medium,Consumer,LATAM,Furniture,6,0.14,234.73,7,Tuesday,2,0
Standard Class,High,Consumer,USCA,Grocery,5,0.36,672.85,4,Thursday,4,0
Same Day,Medium,Corporate,USCA,Grocery,17,0.1,699.35,7,Tuesday,8,0
Standard Class,High,Corporate,Europe,Electronics,4,0.32,969.66,6,Wednesday,6,0
Standard Class,Low,Consumer,USCA,Electronics,8,0.36,440.53,1,Thursday,2,1
Standard Class,Low,Consumer,USCA,Furniture,1,0.3,726.17,3,Thursday,12,0
Second Class,Medium,Home Office,LATAM,Office Supplies,4,0.27,1084.9,5,Sunday,1,0
Same Day,Medium,Consumer,Africa,Grocery,18,0.02,511.88,7,Thursday,7,0
Second Class,Medium,Home Office,Europe,Electronics,13,0.08,690.35,3,Monday,10,0
Standard Class,High,Corporate,Africa,Electronics,18,0.27,946.98,3,Friday,12,1
Second Class,High,Consumer,Africa,Electronics,3,0.31,307.07,3,Wednesday,3,0
Standard Class,High,Consumer,LATAM,Office Supplies,18,0.03,133.01,5,Thursday,6,0
First Class,Low,Consumer,USCA,Furniture,10,0.01,821.34,1,Wednesday,10,0
Standard Class,Low,Home Office,Europe,Furniture,19,0.12,450.87,6,Friday,7,0
Standard Class,Medium,Home Office,Pacific Asia,Electronics,2,0.26,464.11,3,Friday,9,0
Second Class,Low,Corporate,Africa,Office Supplies,14,0.2,1116.81,1,Sunday,6,1
Second Class,Low,Consumer,Africa,Office Supplies,19,0.0,495.37,5,Wednesday,3,0
Standard Class,Low,Corporate,LATAM,Furniture,5,0.06,1144.88,1,Saturday,5,1
Second Class,Low,Consumer,Africa,Grocery,16,0.3,136.58,1,Monday,4,1
Standard Class,Low,Corporate,Africa,Electronics,10,0.12,418.14,2,Wednesday,4,1
Second Class,Low,Consumer,Africa,Office Supplies,5,0.05,834.6,3,Thursday,3,0
First Class,Medium,Home Office,LATAM,Grocery,14,0.02,159.94,7,Saturday,9,0
First Class,Medium,Corporate,USCA,Apparel,7,0.34,470.58,7,Tuesday,1,0
Second Class,Medium,Consumer,Africa,Electronics,10,0.19,1023.58,1,Wednesday,7,0
Standard Class,Medium,Home Office,Europe,Apparel,11,0.2,916.5,3,Monday,10,0
Standard Class,Low,Consumer,Africa,Furniture,19,0.02,345.7,2,Saturday,2,1
First Class,Low,Consumer,Africa,Furniture,11,0.2,434.18,2,Thursday,5,1
Standard Class,Low,Consumer,Europe,Furniture,3,0.26,611.05,1,Thursday,9,1
Standard Class,High,Corporate,LATAM,Office Supplies,7,0.05,880.23,1,Tuesday,3,1
Standard Class,Medium,Home Office,Pacific Asia,Office Supplies,14,0.36,190.73,7,Wednesday,10,1
Standard Class,Low,Home Office,Europe,Grocery,6,0.31,637.91,2,Sunday,2,1
Second Class,Low,Corporate,Pacific Asia,Apparel,13,0.32,97.3,4,Saturday,6,0
Standard Class,Critical,Consumer,USCA,Furniture,14,0.21,483.4,1,Thursday,9,1
Second Class,Medium,Consumer,USCA,Furniture,15,0.13,237.28,7,Wednesday,9,0
Standard Class,High,Consumer,Africa,Office Supplies,18,0.26,377.76,4,Friday,11,1
Standard Class,Low,Home Office,Africa,Office Supplies,11,0.09,404.47,6,Sunday,12,1
Standard Class,Low,Home Office,LATAM,Office Supplies,10,0.05,926.45,5,Thursday,11,0
Standard Class,High,Consumer,Pacific Asia,Electronics,11,0.22,325.54,5,Thursday,2,0
Standard Class,Medium,Corporate,USCA,Apparel,19,0.19,799.88,7,Wednesday,11,0
Second Class,Medium,Corporate,USCA,Apparel,15,0.06,644.6,5,Wednesday,7,0
Standard Class,Medium,Consumer,Africa,Electronics,3,0.21,967.03,1,Friday,5,1
First Class,Medium,Corporate,Africa,Furniture,3,0.22,392.67,7,Friday,6,0
Standard Class,Medium,Home Office,LATAM,Grocery,1,0.35,1193.64,1,Monday,3,1
Standard Class,Low,Consumer,Africa,Grocery,15,0.3,361.97,5,Monday,6,1
Second Class,Low,Home Office,Africa,Furniture,13,0.09,699.66,4,Tuesday,3,0
Standard Class,High,Consumer,LATAM,Grocery,15,0.33,762.34,1,Thursday,4,1
Standard Class,Low,Consumer,Africa,Office Supplies,18,0.39,650.42,1,Sunday,4,1
Standard Class,Medium,Consumer,Africa,Apparel,18,0.29,1032.02,3,Sunday,6,1
Standard Class,Medium,Home Office,Africa,Office Supplies,9,0.31,144.44,3,Tuesday,2,1
First Class,Critical,Consumer,Pacific Asia,Grocery,18,0.11,720.75,3,Saturday,8,0
Standard Class,Medium,Corporate,USCA,Grocery,11,0.4,612.54,2,Tuesday,12,1
First Class,Medium,Corporate,Europe,Apparel,18,0.07,506.48,1,Saturday,10,0
First Class,High,Consumer,USCA,Office Supplies,6,0.3,422.0,5,Monday,6,0
Standard Class,High,Home Office,Pacific Asia,Apparel,17,0.16,191.93,2,Friday,11,1
Same Day,Medium,Consumer,Europe,Grocery,17,0.14,783.47,2,Monday,5,0
Standard Class,Medium,Home Office,USCA,Apparel,9,0.11,150.08,2,Friday,5,1
Same Day,Low,Consumer,LATAM,Apparel,3,0.18,996.86,5,Monday,3,0
Standard Class,Medium,Corporate,Pacific Asia,Grocery,12,0.32,542.79,2,Tuesday,6,1
Second Class,High,Corporate,LATAM,Apparel,3,0.38,730.45,3,Tuesday,10,0
Standard Class,High,Home Office,LATAM,Office Supplies,4,0.17,102.59,6,Monday,3,0
Standard Class,Low,Consumer,USCA,Grocery,10,0.26,121.14,7,Thursday,3,0
Second Class,Medium,Corporate,Europe,Apparel,5,0.32,290.72,2,Saturday,11,0
Second Class,Medium,Consumer,Africa,Furniture,3,0.04,937.89,4,Monday,10,0
Standard Class,Critical,Consumer,Africa,Office Supplies,7,0.38,588.14,3,Tuesday,10,1
Standard Class,Medium,Consumer,Pacific Asia,Office Supplies,2,0.08,379.92,1,Tuesday,11,1
Second Class,Medium,Consumer,LATAM,Office Supplies,6,0.37,1020.86,1,Sunday,2,0
Second Class,Low,Home Office,Pacific Asia,Electronics,19,0.39,238.37,3,Friday,11,0
Same Day,Medium,Corporate,USCA,Grocery,10,0.04,318.78,7,Thursday,10,0
First Class,Low,Consumer,LATAM,Electronics,8,0.36,934.31,6,Monday,4,0
Same Day,High,Home Office,Africa,Apparel,16,0.26,42.18,7,Monday,7,0
Second Class,High,Consumer,USCA,Grocery,2,0.33,272.17,1,Saturday,9,0
Standard Class,Medium,Corporate,USCA,Office Supplies,16,0.04,630.39,5,Tuesday,1,0
Standard Class,Medium,Home Office,Pacific Asia,Office Supplies,14,0.33,1098.89,5,Thursday,9,1
First Class,High,Home Office,Pacific Asia,Office Supplies,13,0.25,326.39,6,Monday,7,0
Second Class,Low,Consumer,Europe,Office Supplies,9,0.2,263.58,2,Friday,10,0
Standard Class,Low,Corporate,Africa,Apparel,9,0.22,1170.15,6,Monday,4,1
Standard Class,High,Consumer,Africa,Furniture,8,0.3,634.17,7,Thursday,10,1
Same Day,High,Home Office,Pacific Asia,Grocery,7,0.12,84.39,7,Saturday,1,0
Standard Class,High,Corporate,Africa,Furniture,16,0.38,339.02,4,Tuesday,12,1
Standard Class,Low,Corporate,Africa,Grocery,6,0.12,645.06,6,Tuesday,8,1
Standard Class,Low,Consumer,USCA,Office Supplies,11,0.35,95.66,7,Sunday,10,0
Standard Class,Low,Corporate,LATAM,Electronics,19,0.0,834.14,2,Friday,12,1
Standard Class,Low,Corporate,LATAM,Apparel,8,0.37,631.76,4,Saturday,1,0
Standard Class,High,Corporate,Europe,Grocery,19,0.34,854.57,6,Tuesday,11,1
Standard Class,Low,Corporate,LATAM,Office Supplies,15,0.05,416.67,7,Friday,4,0
First Class,Medium,Home Office,Africa,Electronics,11,0.29,509.76,1,Saturday,7,1
Standard Class,Low,Corporate,USCA,Office Supplies,9,0.15,1114.48,3,Saturday,7,0
First Class,Low,Consumer,LATAM,Apparel,16,0.19,260.72,2,Monday,3,0
First Class,Critical,Home Office,Africa,Electronics,13,0.03,57.02,6,Tuesday,2,1
Standard Class,Low,Consumer,Africa,Grocery,10,0.09,1178.83,5,Monday,5,1
Second Class,Low,Corporate,Pacific Asia,Grocery,10,0.38,18.83,7,Sunday,12,0
Standard Class,Low,Home Office,Pacific Asia,Grocery,9,0.17,1067.01,2,Tuesday,4,1
First Class,Low,Consumer,LATAM,Grocery,2,0.01,992.91,5,Monday,8,0
Standard Class,Medium,Home Office,Pacific Asia,Electronics,1,0.21,590.28,3,Thursday,3,0
Second Class,Low,Corporate,Africa,Apparel,8,0.4,849.36,3,Monday,4,0
Second Class,Medium,Corporate,Africa,Electronics,16,0.13,135.04,3,Wednesday,4,0
Standard Class,High,Consumer,Pacific Asia,Grocery,11,0.06,918.76,2,Saturday,2,1
Standard Class,Medium,Consumer,USCA,Apparel,9,0.26,942.67,6,Saturday,8,0
Second Class,Low,Home Office,Pacific Asia,Furniture,19,0.37,71.1,5,Sunday,7,0
Second Class,Medium,Consumer,USCA,Furniture,18,0.34,601.72,1,Sunday,5,1
Standard Class,Low,Corporate,Pacific Asia,Electronics,7,0.26,1138.3,4,Thursday,9,0
Second Class,Medium,Consumer,Africa,Grocery,10,0.07,1141.86,3,Monday,12,0
Standard Class,Medium,Consumer,Africa,Furniture,6,0.31,1181.57,1,Tuesday,2,1
Second Class,Low,Corporate,Pacific Asia,Furniture,4,0.33,791.43,2,Wednesday,2,0
Standard Class,High,Consumer,Europe,Office Supplies,1,0.34,177.93,4,Thursday,2,0
First Class,High,Home Office,USCA,Office Supplies,4,0.16,501.34,6,Monday,10,0
Standard Class,High,Corporate,Europe,Apparel,3,0.16,875.05,6,Thursday,9,0
Standard Class,Low,Corporate,Africa,Apparel,3,0.06,347.76,6,Monday,8,1
Standard Class,Medium,Consumer,USCA,Grocery,14,0.31,974.07,1,Wednesday,3,1
Standard Class,High,Home Office,Pacific Asia,Furniture,5,0.29,1035.02,6,Tuesday,3,0
Standard Class,Low,Consumer,USCA,Electronics,1,0.04,918.62,6,Saturday,3,0
Standard Class,High,Corporate,USCA,Electronics,11,0.01,417.1,1,Saturday,5,1
First Class,Low,Consumer,LATAM,Office Supplies,6,0.38,892.35,6,Tuesday,2,0
Standard Class,Low,Consumer,USCA,Apparel,2,0.01,96.02,3,Monday,5,0
Standard Class,High,Corporate,Africa,Grocery,13,0.25,408.91,1,Tuesday,1,1
Standard Class,High,Corporate,Europe,Office Supplies,1,0.18,921.07,6,Saturday,1,0
Standard Class,High,Consumer,Europe,Office Supplies,8,0.31,955.84,1,Saturday,3,1
Standard Class,High,Consumer,Pacific Asia,Grocery,10,0.04,389.35,6,Wednesday,9,0
Standard Class,Low,Corporate,LATAM,Grocery,15,0.27,1152.77,4,Monday,1,1
Standard Class,Low,Consumer,Europe,Furniture,3,0.25,335.2,7,Friday,11,0
Standard Class,High,Consumer,Europe,Grocery,6,0.34,795.41,4,Tuesday,9,0
Standard Class,Low,Consumer,USCA,Grocery,2,0.21,1055.97,2,Thursday,3,1
Second Class,Medium,Consumer,Africa,Office Supplies,3,0.29,666.16,3,Friday,5,0
Standard Class,Medium,Consumer,Africa,Office Supplies,9,0.18,500.86,3,Monday,12,1
Standard Class,Low,Consumer,Pacific Asia,Electronics,5,0.39,261.57,7,Friday,5,0
Same Day,Low,Corporate,Africa,Electronics,6,0.22,243.76,1,Wednesday,12,0
Standard Class,Medium,Consumer,Europe,Electronics,10,0.3,199.12,3,Tuesday,11,0
Second Class,High,Corporate,USCA,Grocery,9,0.04,537.19,3,Thursday,8,0
Standard Class,Medium,Home Office,Africa,Furniture,1,0.19,662.03,7,Saturday,3,1
First Class,Medium,Home Office,LATAM,Office Supplies,16,0.03,1008.47,5,Thursday,3,0
First Class,Medium,Home Office,LATAM,Apparel,6,0.05,268.64,7,Friday,3,0
Standard Class,Low,Consumer,LATAM,Furniture,16,0.2,908.7,7,Monday,9,0
Same Day,Low,Consumer,Africa,Apparel,3,0.14,835.99,6,Thursday,7,0
Standard Class,Medium,Home Office,USCA,Grocery,14,0.18,765.08,7,Tuesday,3,0
Standard Class,Low,Consumer,Africa,Apparel,8,0.2,413.82,1,Wednesday,12,1
First Class,Low,Consumer,Europe,Electronics,14,0.06,388.41,6,Wednesday,12,0
First Class,Medium,Corporate,Africa,Office Supplies,15,0.15,913.14,5,Wednesday,6,0
Standard Class,Medium,Consumer,LATAM,Furniture,10,0.34,336.7,2,Monday,12,1
Standard Class,Low,Home Office,LATAM,Electronics,17,0.34,402.37,7,Sunday,1,1
Standard Class,Medium,Corporate,USCA,Office Supplies,8,0.2,1158.58,4,Wednesday,9,0
Standard Class,Medium,Corporate,Pacific Asia,Electronics,19,0.3,1198.17,3,Saturday,6,1
First Class,Low,Home Office,LATAM,Furniture,4,0.3,12.04,3,Tuesday,6,0
Standard Class,High,Consumer,LATAM,Grocery,10,0.02,827.25,7,Thursday,9,0
Standard Class,Low,Corporate,Pacific Asia,Apparel,4,0.24,647.25,5,Tuesday,7,0
Standard Class,High,Consumer,Africa,Grocery,4,0.32,557.6,7,Thursday,5,1
Standard Class,Low,Corporate,LATAM,Apparel,10,0.24,338.03,6,Monday,6,0
Standard Class,High,Consumer,USCA,Apparel,3,0.22,613.51,3,Thursday,1,0
Second Class,Low,Corporate,Africa,Furniture,18,0.21,553.32,4,Saturday,1,0
Same Day,High,Home Office,Africa,Furniture,14,0.2,487.56,1,Saturday,5,1
First Class,Low,Consumer,LATAM,Grocery,14,0.31,1021.28,5,Tuesday,12,0
Standard Class,Medium,Consumer,Africa,Office Supplies,14,0.26,332.07,3,Tuesday,9,1
First Class,Medium,Consumer,Africa,Office Supplies,7,0.09,721.0,4,Thursday,3,0
First Class,Low,Consumer,USCA,Grocery,9,0.17,1038.42,3,Tuesday,2,0
First Class,High,Consumer,Africa,Apparel,2,0.21,1175.01,3,Thursday,12,0
Standard Class,Low,Home Office,LATAM,Furniture,3,0.17,727.27,1,Sunday,10,1
Standard Class,High,Consumer,LATAM,Grocery,12,0.1,628.84,5,Wednesday,12,0
Standard Class,Low,Consumer,Pacific Asia,Office Supplies,19,0.05,1010.21,6,Tuesday,10,0
Standard Class,Medium,Corporate,Europe,Apparel,16,0.05,234.25,7,Tuesday,8,0
Standard Class,Medium,Consumer,Pacific Asia,Office Supplies,7,0.12,759.72,5,Monday,12,0
Standard Class,Low,Consumer,USCA,Apparel,12,0.16,86.37,4,Saturday,2,0
Standard Class,Low,Corporate,USCA,Office Supplies,10,0.27,795.42,7,Saturday,12,0
Second Class,High,Corporate,LATAM,Electronics,3,0.39,957.01,7,Tuesday,12,0
Standard Class,High,Consumer,Europe,Apparel,8,0.36,84.98,6,Sunday,1,0
Standard Class,High,Consumer,Pacific Asia,Apparel,7,0.33,1019.62,6,Saturday,3,0
Same Day,Low,Consumer,Europe,Apparel,9,0.33,156.8,5,Friday,2,0
Same Day,Medium,Consumer,LATAM,Electronics,19,0.24,219.24,2,Wednesday,5,0
First Class,Low,Consumer,Africa,Electronics,5,0.1,1005.32,1,Sunday,1,0
Same Day,Low,Corporate,LATAM,Office Supplies,9,0.19,158.4,3,Wednesday,1,0
Standard Class,High,Home Office,LATAM,Furniture,16,0.06,811.89,5,Friday,1,0
Same Day,Low,Consumer,Europe,Office Supplies,9,0.23,360.83,2,Tuesday,7,0
Standard Class,Medium,Corporate,USCA,Apparel,12,0.01,305.55,5,Saturday,11,0
Standard Class,Medium,Consumer,Africa,Apparel,15,0.08,783.68,7,Tuesday,1,1
Standard Class,Medium,Corporate,Africa,Office Supplies,18,0.28,137.05,7,Saturday,9,1
Standard Class,High,Corporate,USCA,Grocery,9,0.11,693.8,3,Tuesday,12,0
Standard Class,Medium,Home Office,Europe,Furniture,3,0.17,1110.18,5,Friday,7,0
Second Class,Medium,Consumer,Europe,Electronics,11,0.33,1023.18,3,Friday,5,0
First Class,High,Consumer,USCA,Furniture,6,0.02,1022.83,6,Friday,8,0
Second Class,Medium,Corporate,Pacific Asia,Grocery,9,0.01,370.48,4,Sunday,11,0
Standard Class,Low,Consumer,Europe,Office Supplies,3,0.09,844.53,5,Thursday,8,0
First Class,Low,Consumer,USCA,Office Supplies,9,0.27,938.33,1,Monday,10,0
Second Class,Low,Consumer,Pacific Asia,Apparel,3,0.09,1082.67,3,Sunday,9,0
Standard Class,Medium,Corporate,LATAM,Office Supplies,19,0.35,324.32,6,Sunday,9,1
Second Class,High,Consumer,Africa,Grocery,4,0.14,915.42,1,Saturday,12,1
Standard Class,Low,Home Office,USCA,Office Supplies,13,0.11,286.41,4,Monday,11,1
Standard Class,Low,Consumer,Europe,Office Supplies,17,0.09,43.07,1,Monday,3,1
Same Day,High,Consumer,Africa,Grocery,2,0.23,583.38,1,Thursday,4,0
Standard Class,High,Corporate,Pacific Asia,Electronics,16,0.34,921.41,7,Monday,11,1
Standard Class,Medium,Consumer,Africa,Furniture,1,0.16,265.1,4,Tuesday,2,1
First Class,Low,Consumer,USCA,Office Supplies,3,0.1,67.83,6,Monday,3,0
Second Class,Low,Consumer,LATAM,Furniture,16,0.17,454.81,5,Saturday,10,0
Standard Class,Low,Consumer,Pacific Asia,Furniture,6,0.36,251.42,4,Sunday,10,0
Standard Class,Low,Corporate,Pacific Asia,Apparel,8,0.13,464.68,2,Tuesday,9,1
Standard Class,Low,Consumer,Pacific Asia,Electronics,5,0.26,1105.79,3,Thursday,11,0
Second Class,Medium,Home Office,Africa,Furniture,8,0.13,895.24,7,Tuesday,10,0
Standard Class,Low,Corporate,LATAM,Apparel,1,0.27,453.8,6,Thursday,2,0
Standard Class,Low,Consumer,USCA,Grocery,19,0.35,396.81,6,Saturday,7,1
Same Day,Low,Consumer,USCA,Grocery,2,0.24,1106.22,3,Saturday,11,0
Standard Class,Medium,Consumer,Africa,Grocery,6,0.38,1067.72,6,Sunday,2,1
Standard Class,Medium,Consumer,USCA,Grocery,6,0.24,728.86,6,Wednesday,2,0
Standard Class,Medium,Corporate,USCA,Grocery,9,0.39,435.53,5,Thursday,6,0
Second Class,Low,Consumer,LATAM,Apparel,1,0.29,952.88,6,Thursday,11,0
Standard Class,Low,Home Office,Africa,Electronics,2,0.26,799.84,4,Monday,3,1
Standard Class,Low,Consumer,Africa,Electronics,19,0.33,681.96,7,Friday,3,1
First Class,Low,Consumer,Pacific Asia,Apparel,16,0.0,888.88,3,Friday,1,0
Standard Class,High,Consumer,USCA,Apparel,9,0.1,170.01,3,Monday,5,0
Standard Class,Critical,Consumer,Europe,Office Supplies,5,0.09,1116.88,6,Tuesday,2,1
Standard Class,Medium,Home Office,LATAM,Furniture,11,0.04,1167.78,6,Monday,8,0
Standard Class,High,Corporate,LATAM,Grocery,14,0.38,431.79,1,Saturday,4,1
Standard Class,Medium,Consumer,Europe,Furniture,13,0.05,1136.69,4,Friday,2,0
Standard Class,Low,Home Office,Pacific Asia,Office Supplies,3,0.11,957.04,1,Friday,10,1
Standard Class,Critical,Home Office,Europe,Electronics,2,0.13,1129.83,2,Friday,5,1
Standard Class,Low,Corporate,Europe,Grocery,16,0.25,1101.78,2,Saturday,2,1
First Class,Medium,Home Office,Pacific Asia,Electronics,11,0.31,249.07,2,Wednesday,2,0
Same Day,Low,Corporate,Europe,Apparel,3,0.24,319.43,5,Thursday,11,0
First Class,Low,Corporate,Pacific Asia,Furniture,15,0.3,320.11,7,Sunday,4,0
First Class,Medium,Consumer,USCA,Electronics,3,0.16,122.21,7,Saturday,4,0
Standard Class,Medium,Consumer,Pacific Asia,Office Supplies,19,0.4,483.25,4,Sunday,8,1
Same Day,Low,Corporate,Africa,Electronics,4,0.07,441.52,5,Tuesday,10,0
Standard Class,Low,Home Office,Africa,Grocery,5,0.16,419.31,2,Wednesday,10,1
